Question,infomation,productTopSell,recommendedProduct,ingredient,quality,greeting
xin chào anh mình hỏi chút,0,0,0,0,0,1
mình cần chút thông tin về sản phẩm nào có mật ong,0,0,0,1,0,0
cho tớ hỏi espresso có sẵn không,1,0,0,0,0,0
xin chào em mình muốn biết,0,0,0,0,0,1
có thể giải đáp giúp mình không sản phẩm chứa mật ong nào phổ biến nhất,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
mình muốn biết có sản phẩm nào được chế biến từ cà phê,0,0,0,1,0,0
chào anh bạn cho mình xin thông tin về,0,0,0,0,0,1
mình thắc mắc chút sản phẩm chứa cà phê nào phổ biến nhất,0,0,0,1,0,0
cho mình hỏi sản phẩm nào có lượng mua cao nhất,0,1,0,0,0,0
mình có điều muốn hỏi tớ thích cà phê nào thì nên mua gì,0,0,1,0,0,0
hello nhân viên có thể cho mình biết,0,0,0,0,0,1
bạn cho mình hỏi những sản phẩm nào đang bán chạy nhất trong danh mục hiện nay,0,1,0,0,0,0
mình đang thắc mắc về rõ hơn về cà phê,1,0,0,0,0,0
mình đang thắc mắc về có sản phẩm nào chứa bột mì không,0,0,0,1,0,0
mình cần chút thông tin về americano có thuộc loại cao cấp không,1,0,0,0,0,0
bạn cho mình xin thông tin về mình thích cà phê nào thì nên mua gì,0,0,1,0,0,0
cậu có thể cho mình biết thành phần của cà phê không,1,0,0,0,0,0
cà phê có an toàn khi sử dụng không,0,0,0,0,1,0
cậu giúp mình với nên chọn espresso hay cà phê,0,0,0,0,1,0
mình đang thắc mắc về mô tả chi tiết về cà phê là gì,1,0,0,0,0,0
mình cần bạn giải đáp nạn có thể cho mình biết danh sách sản phẩm bán chạy nhất không,0,1,0,0,0,0
có thể hỗ trợ mình với espresso với cà phê khác nhau như thế nào,0,0,0,0,1,0
bạn cho mình xin thông tin về bạn có thể gợi ý cà phê cho tôi không,0,0,1,0,0,0
có thể giải đáp giúp mình không mình thích cà phê nào thì nên mua gì,0,0,1,0,0,0
bạn cho mình xin thông tin về giá của cà phê đã giảm hay chưa,1,0,0,0,0,0
mình đang thắc mắc về có nên lựa chọn espresso không,0,0,0,0,1,0
mình đang thắc mắc về giá của americano đã giảm hay chưa,1,0,0,0,0,0
xin chào shop bạn có thể cho tớ thông tin về,0,0,0,0,0,1
xin chào anh mình đang thắc mắc về,0,0,0,0,0,1
bạn cho mình hỏi espresso và cà phê thì loại nào đáng mua hơn,0,0,0,0,1,0
mình hỏi chút sản phẩm espresso có đáng để sử dụng không,0,0,0,0,1,0
bạn giúp mình chút được không sản phẩm cà phê có hợp lý không,0,0,0,0,1,0
quán mình cần bạn giải đáp,0,0,0,0,0,1
mình muốn tìm hiểu về tôi có thể tìm sản phẩm chứa mật ong ở đâu,0,0,0,1,0,0
mình có điều muốn hỏi cà phê có thực sự tốt không,0,0,0,0,1,0
có thể giúp mình giải đáp có sản phẩm nào được chế biến từ mật ong,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn americano có giá trị sử dụng cao không,0,0,0,0,1,0
mình cần bạn giải đáp em muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
cậu có thể cho mình biết espresso có mức giá như thế nào,1,0,0,0,0,0
cho mình thắc mắc cà phê có ngon hơn espresso không,0,0,0,0,1,0
hey shop mình muốn tìm hiểu về,0,0,0,0,0,1
mình đang thắc mắc về sản phẩm có chứa trà không,0,0,0,1,0,0
mình muốn hỏi em thích cà phê nào thì nên mua gì,0,0,1,0,0,0
hey quán mình muốn hỏi bạn chút thông tin về,0,0,0,0,0,1
hey shop cậu có thể cho mình biết,0,0,0,0,0,1
mình đang thắc mắc về có sản phẩm nào chứa đường không,0,0,0,1,0,0
cho tớ hỏi sản phẩm espresso có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
mình thắc mắc chút americano có ngon hơn cà phê không,0,0,0,0,1,0
mình có một câu hỏi americano được mô tả như thế nào,1,0,0,0,0,0
cậu bạn có thể trả lời giúp mình,0,0,0,0,0,1
mình đang thắc mắc về cà phê nào phù hợp với tôi,0,0,1,0,0,0
mình cần bạn giải đáp thông tin về espressothông tin chi tiết về espresso,1,0,0,0,0,0
hey anh mình có một thắc mắc,0,0,0,0,0,1
mình có điều muốn hỏi sản phẩm nào có bơ,0,0,0,1,0,0
alo quán cho mình hỏi,0,0,0,0,0,1
có thể hỏi bạn về cà phê nào tôi nên thử,0,0,1,0,0,0
xin chào anh,0,0,0,0,0,1
bạn có thể cung cấp thông tin về americano là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
mình thắc mắc chút cà phê nào em nên xem xét,0,0,1,0,0,0
mình muốn tìm hiểu về có sản phẩm nào chứa trứng không,0,0,0,1,0,0
mình có một thắc mắc độ uy tín của cà phê thế nào,0,0,0,0,1,0
mình muốn hỏi mình thích cà phê nào thì nên mua gì,0,0,1,0,0,0
mình thắc mắc chút gợi ý cho anh cà phê tương tự với,0,0,1,0,0,0
mình thắc mắc muốn hỏi bạn mô tả chi tiết về cà phê là gì,1,0,0,0,0,0
bạn có thể cho tớ thông tin về sản phẩm espresso có hợp lý không,0,0,0,0,1,0
mình cần bạn giải đáp thông tin về americanothông tin chi tiết về americano,1,0,0,0,0,0
bạn cho mình hỏi sản phẩm nào được chế biến bởi cà phê,0,0,0,1,0,0
mình cần bạn giải đáp espresso có nổi tiếng không,0,0,0,0,1,0
có thể cho mình biết có nên thử espresso không,0,0,0,0,1,0
cho mình hỏi tớ nên dùng cà phê nào,0,0,1,0,0,0
xin chào shop có thể hỏi bạn về,0,0,0,0,0,1
mình thắc mắc muốn hỏi bạn rõ hơn về espresso,1,0,0,0,0,0
có thể cho mình biết cà phê và espresso thì loại nào đáng mua hơn,0,0,0,0,1,0
mình có một thắc mắc cà phê nào phù hợp với mình,0,0,1,0,0,0
quán còn bán cà phê này không,1,0,0,0,0,0
có thể giải đáp giúp mình không cà phê có an toàn khi sử dụng không,0,0,0,0,1,0
mình đang thắc mắc về mật ong có trong sản phẩm nào,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về espresso thuộc loại nào,1,0,0,0,0,0
có thể giúp mình giải đáp sản phẩm nào được chế biến bởi trứng,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về americano có được nhiều người yêu thích không,0,0,0,0,1,0
mình hỏi chút americano giá bao nhiêu,1,0,0,0,0,0
có thể giải đáp giúp mình không americano được xếp vào loại nào trên thị trường,1,0,0,0,0,0
bạn giúp mình chút được không cà phê còn không,1,0,0,0,0,0
mình thắc mắc muốn hỏi bạn mật ong có trong sản phẩm nào,0,0,0,1,0,0
có thể cho mình biết cà phê nào tớ nên thử,0,0,1,0,0,0
bạn cho mình hỏi americano còn hàng không,1,0,0,0,0,0
có thể hỗ trợ mình với cà phê được làm từ nguyên liệu gì,1,0,0,0,0,0
bạn có thể cho tớ thông tin về thành phần của cà phê không,1,0,0,0,0,0
mình thắc mắc chút anh nên dùng cà phê nào,0,0,1,0,0,0
mình có điều muốn hỏi cà phê nào em nên thử,0,0,1,0,0,0
bạn có thể cho tớ thông tin về mình cần bao nhiêu tiền để mua cà phê,1,0,0,0,0,0
mình thắc mắc muốn hỏi bạn anh có thể thử cà phê nào,0,0,1,0,0,0
mình có một câu hỏi cà phê có ngon không,0,0,0,0,1,0
mình muốn biết sản phẩm nào có xu hướng bán chạy nhất trong tháng vừa rồi,0,1,0,0,0,0
có thể cho mình biết giá bán của cà phê hiện tại là bao nhiêu,1,0,0,0,0,0
bạn giúp mình với tớ thích cà phê nào thì nên mua gì,0,0,1,0,0,0
mình muốn hỏi sản phẩm cà phê có đáng để sử dụng không,0,0,0,0,1,0
có thể giúp mình giải đáp quán đang bán chạy sản phẩm nào,0,1,0,0,0,0
bạn có thể trả lời giúp mình sản phẩm nào có trứng,0,0,0,1,0,0
có thể hỗ trợ mình với sản phẩm chứa bột mì nào phổ biến nhất,0,0,0,1,0,0
mình muốn hỏi cà phê là sản phẩm thuộc nhóm nào,1,0,0,0,0,0
bạn cho mình xin thông tin về sản phẩm có chứa trà không,0,0,0,1,0,0
sản phẩm nào được làm từ bột mì,0,0,0,1,0,0
mình cần chút thông tin về sản phẩm có chứa bơ không,0,0,0,1,0,0
cho tớ hỏi bạn thấy espresso có đáng thử không,0,0,0,0,1,0
cậu giúp mình với americano có nổi tiếng không,0,0,0,0,1,0
cậu có thể cho mình biết tớ có thể thử cà phê nào,0,0,1,0,0,0
mình muốn hỏi americano có tính năng nổi bật nào,1,0,0,0,0,0
cậu giúp mình với cà phê và espresso thì loại nào đáng mua hơn,0,0,0,0,1,0
mình thắc mắc chút sản phẩm nào sử dụng cà phê,0,0,0,1,0,0
bạn cho mình hỏi độ uy tín của cà phê thế nào,0,0,0,0,1,0
mình có một câu hỏi sản phẩm chứa trứng nào phổ biến nhất,0,0,0,1,0,0
cậu giúp mình với có sản phẩm nào chứa đường không,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình sản phẩm americano có đáng để sử dụng không,0,0,0,0,1,0
mình có điều muốn hỏi cà phê nào bạn nên thử,0,0,1,0,0,0
mình hỏi chút gợi ý cho anh cà phê tương tự với,0,0,1,0,0,0
bạn có thể cho tớ thông tin về sản phẩm nào có phô mai,0,0,0,1,0,0
bạn giúp mình với sản phẩm nào được làm từ phô mai,0,0,0,1,0,0
bạn cho mình xin thông tin về cà phê là sản phẩm loại gì,1,0,0,0,0,0
cậu có thể cho mình biết sản phẩm nào được ưa chuộng nhất,0,1,0,0,0,0
cho mình thắc mắc bạn muốn thử cà phê gì,0,0,1,0,0,0
cậu có thể cho mình biết em nên dùng cà phê nào,0,0,1,0,0,0
mình muốn hỏi chất lượng của americano có đảm bảo không,0,0,0,0,1,0
cậu có thể cho mình biết có cà phê nào giống cà phê không,0,0,1,0,0,0
bạn có thể trả lời giúp mình americano có an toàn khi sử dụng không,0,0,0,0,1,0
mình cần chút thông tin về sản phẩm nào hot nhất hiện nay,0,1,0,0,0,0
mình muốn tìm hiểu về sản phẩm có chứa phô mai không,0,0,0,1,0,0
có thể hỏi bạn về espresso có an toàn khi sử dụng không,0,0,0,0,1,0
bạn giúp mình với mình muốn thử cà phê gì,0,0,1,0,0,0
mình muốn tìm hiểu về cà phê có chất lượng ổn không,0,0,0,0,1,0
quán bạn giúp mình chút được không,0,0,0,0,0,1
mình có điều muốn hỏi gợi ý cà phê tốt nhất,0,0,1,0,0,0
mình cần chút thông tin về có cà phê nào mà em không nên bỏ lỡ không,0,0,1,0,0,0
xin chào cậu cho mình hỏi,0,0,0,0,0,1
cậu có thể cho mình biết sản phẩm nào có trà,0,0,0,1,0,0
cậu giúp mình với americano có phân loại ra sao,1,0,0,0,0,0
mình muốn tìm hiểu về cà phê với espresso khác nhau như thế nào,0,0,0,0,1,0
mình có một thắc mắc tôi có thể tìm sản phẩm chứa mật ong ở đâu,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về cà phê nào em nên thử,0,0,1,0,0,0
cho mình hỏi mình có thể tham khảo cà phê nào,0,0,1,0,0,0
bạn có thể trả lời thắc mắc của mình sản phẩm nào đang dẫn đầu doanh số bán hàng,0,1,0,0,0,0
mình thắc mắc muốn hỏi bạn americano còn không,1,0,0,0,0,0
mình cần bạn giải đáp cà phê nào em nên xem xét,0,0,1,0,0,0
mình muốn hỏi gợi ý cà phê mà tớ có thể thích,0,0,1,0,0,0
bạn giúp mình chút được không nhiều người đánh giá cà phê cao không,0,0,0,0,1,0
bạn có thể trả lời thắc mắc của mình mật ong có trong sản phẩm nào,0,0,0,1,0,0
alo quán bạn cho mình hỏi,0,0,0,0,0,1
có thể giúp mình giải đáp cà phê có được nhiều người đánh giá cao không,0,0,0,0,1,0
bạn có thể trả lời giúp mình sản phẩm americano có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
có thể giải đáp giúp mình không espresso là thuộc dòng sản phẩm gì,1,0,0,0,0,0
cậu giúp mình với gợi ý cà phê mà tớ có thể thích,0,0,1,0,0,0
có thể giúp mình giải đáp top sản phẩm bán chạy trong tháng này,0,1,0,0,0,0
mình có điều muốn hỏi espresso được làm từ nguyên liệu gì,1,0,0,0,0,0
bạn giúp mình với có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
bạn giúp mình chút được không sản phẩm nào được mọi người mua nhiều nhất trong thời gian gần đây,0,1,0,0,0,0
bạn có thể cung cấp thông tin về sản phẩm nào giữa cà phê và espresso là tốt hơn,0,0,0,0,1,0
có thể giúp mình giải đáp tôi nên dùng cà phê nào,0,0,1,0,0,0
mình muốn tìm hiểu về bạn có thể gợi ý cà phê cho em không,0,0,1,0,0,0
bạn có thể cung cấp thông tin về cà phê có phải là sản phẩm ngon nhất không,0,0,0,0,1,0
có thể hỗ trợ mình với cà phê với espresso thì cái nào phổ biến hơn,0,0,0,0,1,0
mình muốn hỏi cà phê có sẵn không,1,0,0,0,0,0
có thể hỏi bạn về gợi ý cà phê mà em có thể thích,0,0,1,0,0,0
hey quán cậu giúp mình với,0,0,0,0,0,1
mình đang thắc mắc về thành phần của americano không,1,0,0,0,0,0
mình muốn hỏi cà phê được làm từ nguyên liệu gì,1,0,0,0,0,0
mình cần chút thông tin về cà phê nào tớ nên xem xét,0,0,1,0,0,0
có thể cho mình biết sản phẩm nào được làm từ bơ,0,0,0,1,0,0
mình đang thắc mắc về có cà phê nào mà anh không nên bỏ lỡ không,0,0,1,0,0,0
mình muốn hỏi cà phê được xếp vào loại nào trên thị trường,1,0,0,0,0,0
bạn có thể trả lời giúp mình cà phê nào em nên xem xét,0,0,1,0,0,0
nguyên liệu chính của espresso là gì,1,0,0,0,0,0
bạn có thể cung cấp thông tin về có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
bạn có thể trả lời giúp mình cà phê có giá trị sử dụng cao không,0,0,0,0,1,0
có thể giúp mình giải đáp thành phần của americano không,1,0,0,0,0,0
có thể giúp mình giải đáp có sản phẩm nào được chế biến từ trứng,0,0,0,1,0,0
bạn giúp mình chút được không nhiều người đánh giá americano cao không,0,0,0,0,1,0
cho tớ hỏi americano và cà phê thì loại nào đáng mua hơn,0,0,0,0,1,0
mình hỏi chút gợi ý cà phê mà anh có thể thích,0,0,1,0,0,0
bạn có thể trả lời thắc mắc của mình sản phẩm có chứa cà phê không,0,0,0,1,0,0
mình muốn biết espresso được tạo thành từ những nguyên liệu gì,1,0,0,0,0,0
có thể hỏi bạn về đánh giá về cà phê có cao không,0,0,0,0,1,0
mình muốn hỏi có sản phẩm nào được chế biến từ trứng,0,0,0,1,0,0
bạn có thể cho tớ thông tin về độ uy tín của americano thế nào,0,0,0,0,1,0
mình có một thắc mắc americano được chế biến như thế nào,1,0,0,0,0,0
có thể hỗ trợ mình với sản phẩm nào sử dụng socola,0,0,0,1,0,0
mình muốn tìm hiểu về espresso có đáng tiền không,0,0,0,0,1,0
mình cần chút thông tin về cà phê nào tôi nên thử,0,0,1,0,0,0
bạn có thể cho tớ thông tin về nên chọn espresso hay cà phê,0,0,0,0,1,0
có thể giúp mình giải đáp espresso có mức giá như thế nào,1,0,0,0,0,0
mình có điều muốn hỏi chất lượng của americano thế nào,0,0,0,0,1,0
chào mình cần chút thông tin về,0,0,0,0,0,1
gợi ý cà phê mà mình có thể thích,0,0,1,0,0,0
có thể giải đáp giúp mình không americano có phải là sản phẩm ngon nhất không,0,0,0,0,1,0
cho mình thắc mắc mình cần bao nhiêu tiền để mua cà phê,1,0,0,0,0,0
mình muốn biết americano có thực sự tốt không,0,0,0,0,1,0
có thể giúp mình giải đáp gợi ý cho tớ cà phê tương tự với,0,0,1,0,0,0
mình cần chút thông tin về top sản phẩm bán chạy trong tháng này,0,1,0,0,0,0
bạn cho mình xin thông tin về em muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
mình hỏi chút đánh giá về espresso có cao không,0,0,0,0,1,0
mình hỏi chút độ uy tín của cà phê thế nào,0,0,0,0,1,0
mình muốn biết mình cần bao nhiêu tiền để mua cà phê,1,0,0,0,0,0
cậu có thể cho mình biết sản phẩm chứa trứng nào phổ biến nhất,0,0,0,1,0,0
cho mình thắc mắc có thể liệt kê sản phẩm bán chạy giúp mình không,0,1,0,0,0,0
hey cậu cho mình hỏi,0,0,0,0,0,1
mình cần chút thông tin về tôi có thể tìm sản phẩm chứa bơ ở đâu,0,0,0,1,0,0
mình muốn biết espresso có giá trị sử dụng cao không,0,0,0,0,1,0
bạn giúp mình với tớ có thể tham khảo cà phê nào,0,0,1,0,0,0
bạn có thể trả lời giúp mình có sản phẩm nào được chế biến từ mật ong,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về mô tả chi tiết về cà phê là gì,1,0,0,0,0,0
cho mình hỏi có sản phẩm nào chứa trà không,0,0,0,1,0,0
mình có một câu hỏi nhiều người đánh giá cà phê cao không,0,0,0,0,1,0
mình hỏi chút tôi có thể tìm sản phẩm chứa trà ở đâu,0,0,0,1,0,0
có thể hỏi bạn về sản phẩm nào được ưa chuộng nhất,0,1,0,0,0,0
mình muốn tìm hiểu về espresso được mô tả như thế nào,1,0,0,0,0,0
có thể cho mình biết espresso có sẵn không,1,0,0,0,0,0
hello cậu cho mình hỏi,0,0,0,0,0,1
bạn cho mình hỏi cà phê có được nhiều người yêu thích không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về bạn muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
cho tớ hỏi sản phẩm nào có trứng,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về americano được mô tả như thế nào,1,0,0,0,0,0
có thể hỗ trợ mình với cà phê thuộc loại nào,1,0,0,0,0,0
cho mình thắc mắc sản phẩm nào được làm từ phô mai,0,0,0,1,0,0
mình đang thắc mắc về có nên tin tưởng vào chất lượng của cà phê không,0,0,0,0,1,0
bạn giúp mình chút được không những sản phẩm nào đang nằm trong top doanh số,0,1,0,0,0,0
có thể hỗ trợ mình với bạn có biết cà phê nào cho tôi không?,0,0,1,0,0,0
mình cần bạn giải đáp có nên tin tưởng vào chất lượng của cà phê không,0,0,0,0,1,0
cho mình thắc mắc có nên lựa chọn americano không,0,0,0,0,1,0
xin chào shop bạn có thể cung cấp thông tin về,0,0,0,0,0,1
bạn cho mình xin thông tin về tôi thích cà phê nào thì nên mua gì,0,0,1,0,0,0
cho tớ hỏi có cà phê nào phù hợp với tôi không,0,0,1,0,0,0
bạn giúp mình với espresso là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình có điều muốn hỏi chất lượng của cà phê thế nào,0,0,0,0,1,0
có thể giải đáp giúp mình không giá của espresso là bao nhiêu,1,0,0,0,0,0
mình đang thắc mắc về gợi ý cho bạn cà phê tương tự với,0,0,1,0,0,0
có thể giải đáp giúp mình không cà phê có mức giá như thế nào,1,0,0,0,0,0
mình muốn hỏi bạn chút thông tin về có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
mình thắc mắc chút nên mua americano hay không,0,0,0,0,1,0
americano được làm từ nguyên liệu gì,1,0,0,0,0,0
có thể hỏi bạn về americano có chất lượng ổn không,0,0,0,0,1,0
mình hỏi chút espresso là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
hello shop mình thắc mắc chút,0,0,0,0,0,1
cho mình hỏi cà phê có an toàn khi sử dụng không,0,0,0,0,1,0
mình có điều muốn hỏi cà phê có đáng để mua thử không,0,0,0,0,1,0
mình đang thắc mắc về cà phê có được nhiều người yêu thích không,0,0,0,0,1,0
mình cần bạn giải đáp sản phẩm có chứa phô mai không,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình cửa hàng gợi ý sản phẩm cho anh được không,0,0,1,0,0,0
bạn giúp mình với số lượng cà phê hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
bạn có thể cung cấp thông tin về americano giá bao nhiêu,1,0,0,0,0,0
có thể cho mình biết cà phê được làm từ nguyên liệu gì,1,0,0,0,0,0
mình muốn tìm hiểu về sản phẩm nào được chế biến bởi trà,0,0,0,1,0,0
mình muốn hỏi espresso có tốt như lời đồn không,0,0,0,0,1,0
sản phẩm có chứa phô mai không,0,0,0,1,0,0
mình có một câu hỏi có sản phẩm nào được chế biến từ trứng,0,0,0,1,0,0
có thể cho mình biết sản phẩm nào mọi người ưa chuộng nhất,0,1,0,0,0,0
mình muốn hỏi bạn chút thông tin về tôi có thể tìm sản phẩm chứa mật ong ở đâu,0,0,0,1,0,0
mình có một thắc mắc espresso có đang trong kho hay không,1,0,0,0,0,0
mình muốn hỏi bạn chút thông tin về sản phẩm americano có thực sự chất lượng không,0,0,0,0,1,0
mình thắc mắc muốn hỏi bạn tôi nên dùng cà phê nào,0,0,1,0,0,0
bạn giúp mình với cà phê nào tớ nên thử,0,0,1,0,0,0
bạn cho mình xin thông tin về cà phê là thuộc dòng sản phẩm gì,1,0,0,0,0,0
có thể hỏi bạn về americano là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình đang thắc mắc về có sản phẩm nào được chế biến từ socola,0,0,0,1,0,0
có thể giải đáp giúp mình không espresso có nổi tiếng không,0,0,0,0,1,0
bạn giúp mình chút được không espresso có thực sự tốt không,0,0,0,0,1,0
bạn có thể cung cấp thông tin về anh muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
nhân viên bạn có thể cho tớ thông tin về,0,0,0,0,0,1
alo bạn có thể cho mình biết,0,0,0,0,0,1
cho mình thắc mắc gợi ý cho tớ cà phê tương tự với,0,0,1,0,0,0
alo anh mình cần chút thông tin về,0,0,0,0,0,1
mình đang thắc mắc về tôi muốn thử cà phê gì,0,0,1,0,0,0
có thể giải đáp giúp mình không tôi có thể tìm sản phẩm chứa socola ở đâu,0,0,0,1,0,0
bạn có thể cho tớ thông tin về sản phẩm nào được làm từ trà,0,0,0,1,0,0
mình đang thắc mắc về độ ngon của americano như thế nào,0,0,0,0,1,0
bạn có thể cung cấp thông tin về sản phẩm chứa bơ nào phổ biến nhất,0,0,0,1,0,0
mình có điều muốn hỏi sản phẩm nào được chế biến bởi trứng,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn cà phê có đáng tin cậy không,0,0,0,0,1,0
americano có ngon hơn cà phê không,0,0,0,0,1,0
có thể giải đáp giúp mình không sản phẩm có chứa mật ong không,0,0,0,1,0,0
mình thắc mắc chút có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
mình có một thắc mắc cà phê giá bao nhiêu,1,0,0,0,0,0
mình cần chút thông tin về mô tả chi tiết về espresso là gì,1,0,0,0,0,0
chào bạn có thể cho tớ thông tin về,0,0,0,0,0,1
mình cần chút thông tin về thành phần của espresso không,1,0,0,0,0,0
mọi người cậu giúp mình với,0,0,0,0,0,1
bạn có thể trả lời thắc mắc của mình độ uy tín của cà phê thế nào,0,0,0,0,1,0
cho mình thắc mắc sản phẩm nào sử dụng cà phê,0,0,0,1,0,0
có thể giúp mình giải đáp americano có chất lượng không,0,0,0,0,1,0
cà phê có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình có cà phê nào phù hợp với anh không,0,0,1,0,0,0
bạn có thể trả lời giúp mình bạn muốn thử cà phê gì,0,0,1,0,0,0
cho mình thắc mắc có nên lựa chọn espresso không,0,0,0,0,1,0
mình hỏi chút tớ có thể tham khảo cà phê nào,0,0,1,0,0,0
cậu giúp mình với sản phẩm nào đang dẫn đầu doanh số bán hàng,0,1,0,0,0,0
mình đang thắc mắc về mặt hàng nào được xem là xu hướng và đang bán chạy nhất hiện tại,0,1,0,0,0,0
có thể giải đáp giúp mình không sản phẩm americano có hợp lý không,0,0,0,0,1,0
cậu có thể cho mình biết gợi ý cà phê nào cho mình tốt nhất,0,0,1,0,0,0
bạn giúp mình chút được không cà phê tương tự cà phê là gì,0,0,1,0,0,0
mình muốn tìm hiểu về cửa hàng gợi ý sản phẩm cho tôi được không,0,0,1,0,0,0
có thể giúp mình giải đáp sản phẩm nào được chế biến bởi cà phê,0,0,0,1,0,0
mình có điều muốn hỏi cà phê có ngon hơn espresso không,0,0,0,0,1,0
có thể giải đáp giúp mình không cà phê có phân loại ra sao,1,0,0,0,0,0
mình hỏi chút cà phê có chất lượng không,0,0,0,0,1,0
mình có điều muốn hỏi số lượng cà phê hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
hey cậu giúp mình với,0,0,0,0,0,1
có thể giúp mình giải đáp sản phẩm nào đang dẫn đầu doanh số bán hàng,0,1,0,0,0,0
có thể cho mình biết độ ngon của cà phê như thế nào,0,0,0,0,1,0
cửa hàng gợi ý sản phẩm cho tôi được không,0,0,1,0,0,0
mình có một thắc mắc cho tôi biết cà phê nào phù hợp với tớ,0,0,1,0,0,0
cho mình thắc mắc có sản phẩm nào được chế biến từ socola,0,0,0,1,0,0
chào quán mình cần chút thông tin về,0,0,0,0,0,1
mình cần chút thông tin về có sản phẩm nào được chế biến từ trứng,0,0,0,1,0,0
bạn cho mình hỏi sản phẩm nào sử dụng phô mai,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn sản phẩm nào được làm từ cà phê,0,0,0,1,0,0
mình muốn hỏi cho tôi biết cà phê nào phù hợp với bạn,0,0,1,0,0,0
mình muốn biết cà phê nào phù hợp với tớ,0,0,1,0,0,0
mình muốn tìm hiểu về có sản phẩm nào chứa trà không,0,0,0,1,0,0
cậu có thể cho mình biết những sản phẩm nào đang bán chạy nhất trong hệ thống của Quán,0,1,0,0,0,0
bạn có thể trả lời giúp mình sản phẩm nào được làm từ trà,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình có sản phẩm nào chứa sữa không,0,0,0,1,0,0
cho mình thắc mắc em muốn thử cà phê gì,0,0,1,0,0,0
cho mình hỏi gợi ý cà phê mà tớ có thể thích,0,0,1,0,0,0
mình có một thắc mắc công thức chế biến americano là gì,1,0,0,0,0,0
mình hỏi chút cà phê được tạo thành từ những nguyên liệu gì,1,0,0,0,0,0
bạn có thể cung cấp thông tin về mình cần bao nhiêu tiền để mua americano,1,0,0,0,0,0
mình cần chút thông tin về espresso có đang trong kho hay không,1,0,0,0,0,0
mình cần bạn giải đáp sản phẩm nào có mật ong,0,0,0,1,0,0
có thể hỗ trợ mình với espresso có chất lượng không,0,0,0,0,1,0
mình thắc mắc chút đường có trong sản phẩm nào,0,0,0,1,0,0
bạn có thể trả lời giúp mình giá bán của americano hiện tại là bao nhiêu,1,0,0,0,0,0
bạn giúp mình với có nên thử cà phê không,0,0,0,0,1,0
mình có một thắc mắc thông tin về americanothông tin chi tiết về americano,1,0,0,0,0,0
mình hỏi chút em muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
bạn có thể cho tớ thông tin về có cà phê nào mà tớ không nên bỏ lỡ không,0,0,1,0,0,0
mình thắc mắc chút bạn có thể gợi ý cà phê cho tôi không,0,0,1,0,0,0
mình hỏi chút hiện tại có thể mua bao nhiêu cà phê,1,0,0,0,0,0
cậu có thể cho mình biết sản phẩm có chứa socola không,0,0,0,1,0,0
hey bạn mình có một câu hỏi,0,0,0,0,0,1
hey,0,0,0,0,0,1
mình có điều muốn hỏi có cà phê nào mà tớ không nên bỏ lỡ không,0,0,1,0,0,0
bạn có thể trả lời giúp mình cửa hàng gợi ý sản phẩm cho tớ được không,0,0,1,0,0,0
mình muốn biết sản phẩm nào được làm từ đường,0,0,0,1,0,0
mình thắc mắc chút americano có thành phần đặc trưng nào,1,0,0,0,0,0
bạn có thể trả lời giúp mình bạn có biết cà phê nào cho anh không?,0,0,1,0,0,0
cậu có thể cho mình biết giá bán của americano hiện tại là bao nhiêu,1,0,0,0,0,0
